year,count,arat,blm,bollen,freedomhouse,hadenius,pacl,polity,polyarchy,prc,vanhanen
1999,Libya,NA,NA,NA,1,NA,1,4,NA,NA,1
1999,Liechtenstein,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1999,Lithuania,NA,NA,NA,12,NA,2,21,NA,NA,5
1999,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,6
1999,Macedonia,NA,NA,NA,9,NA,2,17,NA,NA,5
1999,Madagascar,NA,NA,NA,9,NA,2,18,NA,NA,3
1999,Malawi,NA,NA,NA,9,NA,2,17,NA,NA,5
1999,Malaysia,NA,NA,NA,5,NA,1,14,NA,NA,3
1999,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
1999,Mali,NA,NA,NA,9,NA,2,17,NA,NA,1
1999,Malta,NA,NA,NA,13,NA,2,NA,NA,NA,7
1999,Marshall Islands,NA,NA,NA,13,NA,2,NA,NA,NA,3
1999,Mauritania,NA,NA,NA,4,NA,1,5,NA,NA,1
1999,Mauritius,NA,NA,NA,12,NA,2,21,NA,NA,5
1999,Mexico,NA,NA,NA,8,NA,1,17,NA,NA,4
1999,"Micronesia, Fed Stat",NA,NA,NA,12,NA,2,NA,NA,NA,2
1999,Moldova,NA,NA,NA,9,NA,2,18,NA,NA,5
1999,Mongolia,NA,NA,NA,10,NA,2,21,NA,NA,5
1999,Morocco,NA,NA,NA,6,NA,1,5,NA,NA,1
1999,Mozambique,NA,NA,NA,8,NA,1,17,NA,NA,3
1999,Myanmar (Burma),NA,NA,NA,1,NA,1,4,NA,NA,1
1999,Namibia,NA,NA,NA,10,NA,1,17,NA,NA,2
1999,Nauru,NA,NA,NA,11,NA,2,NA,NA,NA,NA
1999,Nepal,NA,NA,NA,8,NA,2,17,NA,NA,3
1999,Netherlands,NA,NA,NA,13,NA,2,21,NA,NA,8
1999,New Zealand,NA,NA,NA,13,NA,2,21,NA,NA,8
1999,Nicaragua,NA,3,NA,9,NA,2,19,NA,NA,4
1999,Niger,NA,NA,NA,5,NA,1,16,NA,NA,2
1999,Nigeria,NA,NA,NA,8,NA,2,15,NA,NA,3
1999,Norway,NA,NA,NA,13,NA,2,21,NA,NA,8
1999,Oman,NA,NA,NA,3,NA,1,2,NA,NA,1
1999,Pakistan,NA,NA,NA,3,NA,1,5,NA,NA,1
1999,Palau,NA,NA,NA,12,NA,2,NA,NA,NA,NA
1999,Panama,NA,NA,NA,12,NA,2,20,NA,NA,6
1999,Papua New Guinea,NA,NA,NA,10,NA,2,15,NA,NA,8
1999,Paraguay,NA,NA,NA,8,NA,2,18,NA,NA,1
1999,Peru,NA,NA,NA,6,NA,1,12,NA,NA,3
1999,Philippines,NA,NA,NA,10,NA,2,19,NA,NA,5
1999,Poland,NA,NA,NA,12,NA,2,20,NA,NA,5
1999,Portugal,NA,NA,NA,13,NA,2,21,NA,NA,6
1999,Qatar,NA,NA,NA,3,NA,1,1,NA,NA,1
1999,Romania,NA,NA,NA,11,NA,2,19,NA,NA,7
1999,Russia (USSR),NA,NA,NA,6,NA,1,14,NA,NA,6
1999,Rwanda,NA,NA,NA,2,NA,1,5,NA,NA,1
1999,San Marino,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1999,Sao Tome,NA,NA,NA,12,NA,2,NA,NA,NA,3
1999,Saudi Arabia,NA,NA,NA,1,NA,1,1,NA,NA,1
1999,Senegal,NA,NA,NA,7,NA,1,10,NA,NA,2
1999,Seychelles,NA,NA,NA,9,NA,1,NA,NA,NA,2
1999,Sierra Leone,NA,NA,NA,7,NA,2,11,NA,NA,1
1999,Singapore,NA,NA,NA,5,NA,1,9,NA,NA,2
1999,Slovakia,NA,NA,NA,12,NA,2,20,NA,NA,7
1999,Slovenia,NA,NA,NA,12,NA,2,21,NA,NA,7
1999,Solomon Islands,NA,NA,NA,12,NA,2,19,NA,NA,4
1999,Somalia,NA,NA,NA,1,NA,1,11,NA,NA,1
1999,South Africa,NA,NA,NA,12,NA,1,20,NA,NA,3
1999,Spain,NA,NA,NA,12,NA,2,21,NA,NA,8
1999,Sri Lanka,NA,NA,NA,8,NA,2,16,NA,NA,5
1999,St. Kitts & Nevis,NA,NA,NA,12,NA,2,NA,NA,NA,4
1999,St. Lucia,NA,NA,NA,12,NA,2,NA,NA,NA,4
1999,St. Vincent & Grenadine,NA,NA,NA,12,NA,2,NA,NA,NA,5
1999,Sudan,NA,NA,NA,1,NA,1,4,NA,NA,1
1999,Suriname,NA,NA,NA,9,NA,2,NA,NA,NA,5
1999,Swaziland,NA,NA,NA,4,NA,1,2,NA,NA,1
1999,Sweden,NA,NA,NA,13,NA,2,21,NA,NA,8
1999,Switzerland,NA,NA,NA,13,NA,2,21,NA,NA,8
1999,Syria,NA,NA,NA,1,NA,1,2,NA,NA,1
1999,Taiwan,NA,NA,NA,11,NA,2,20,NA,NA,5
1999,Tajikistan,NA,NA,NA,3,NA,1,10,NA,NA,1
1999,Tanzania,NA,NA,NA,7,NA,1,10,NA,NA,2
1999,Thailand,NA,NA,NA,10,NA,2,20,NA,NA,4
1999,Togo,NA,NA,NA,5,NA,1,9,NA,NA,2
1999,Tonga,NA,NA,NA,7,NA,1,NA,NA,NA,1
1999,Trinidad,NA,NA,NA,12,NA,2,21,NA,NA,5
1999,Tunisia,NA,NA,NA,4,NA,1,8,NA,NA,1
1999,Turkey,NA,NA,NA,6,NA,2,18,NA,NA,5
1999,Turkmenistan,NA,NA,NA,1,NA,1,2,NA,NA,1
1999,Tuvalu,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1999,UAE,NA,NA,NA,4,NA,1,3,NA,NA,1
1999,Uganda,NA,NA,NA,5,NA,1,7,NA,NA,2
1999,Ukraine,NA,NA,NA,8,NA,2,18,NA,NA,6
1999,United Kingdom,NA,NA,NA,12,NA,2,21,NA,NA,7
1999,United States,NA,NA,NA,13,NA,2,21,NA,NA,7
1999,Uruguay,NA,NA,NA,12,NA,2,21,NA,NA,7
1999,Uzbekistan,NA,NA,NA,2,NA,1,2,NA,NA,1
1999,Vanuatu,NA,NA,NA,11,NA,2,NA,NA,NA,5
1999,Venezuela,NA,NA,NA,7,NA,2,18,NA,NA,4
1999,Vietnam North,NA,NA,NA,1,NA,1,4,NA,NA,1
1999,Western Samoa,NA,NA,NA,11,NA,1,NA,NA,NA,5
1999,Yemen North,NA,NA,NA,4,NA,1,9,NA,NA,1
1999,Yugoslavia (Serbia),NA,NA,NA,5,NA,1,5,NA,NA,2
1999,Zambia,NA,NA,NA,6,NA,1,12,NA,NA,1
1999,Zimbabwe,NA,NA,NA,4,NA,1,8,NA,NA,1
2000,Afghanistan,NA,NA,NA,1,NA,1,4,1,NA,1
2000,Albania,NA,NA,NA,6,NA,2,16,10,NA,3
2000,Algeria,NA,NA,NA,4,NA,1,8,8,NA,4
2000,Andorra,NA,NA,NA,13,NA,2,NA,11,NA,2
2000,Angola,NA,NA,NA,3,NA,1,8,6,NA,1
2000,Antigua & Barbuda,NA,NA,NA,9,NA,2,NA,11,NA,5
2000,Argentina,NA,NA,NA,12,NA,2,19,11,NA,6
2000,Armenia,NA,NA,NA,7,NA,2,16,9,NA,4
2000,Australia,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Austria,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Azerbaijan,NA,NA,NA,4,NA,1,4,6,NA,3
2000,Bahamas,NA,NA,NA,13,NA,2,NA,11,NA,4
2000,Bahrain,NA,NA,NA,2,NA,1,2,4,NA,1
2000,Bangladesh,NA,NA,NA,8,NA,2,17,7,NA,4
2000,Barbados,NA,NA,NA,13,NA,2,NA,11,NA,4
2000,Belarus,NA,NA,NA,3,NA,1,4,6,NA,2
2000,Belgium,NA,NA,NA,12,NA,2,21,11,NA,8
2000,Belize,NA,NA,NA,13,NA,2,NA,10,NA,3
2000,Benin,NA,NA,NA,11,NA,2,17,11,NA,3
2000,Bhutan,NA,NA,NA,2,NA,1,1,1,NA,1
2000,Bolivia,NA,NA,NA,11,NA,2,20,9,NA,5
2000,Bosnia,NA,NA,NA,6,NA,1,NA,9,NA,6
2000,Botswana,NA,NA,NA,11,NA,1,19,10,NA,2
2000,Brazil,NA,NA,NA,9,NA,2,19,11,NA,6
2000,Brunei Darussalam,NA,NA,NA,3,NA,1,NA,3,NA,1
2000,Bulgaria,NA,NA,NA,10,NA,2,19,8,NA,5
2000,Burkina Faso,NA,NA,NA,7,NA,1,8,7,NA,1
2000,Burundi,NA,NA,NA,3,NA,1,10,5,NA,1
2000,Cambodia,NA,NA,NA,3,NA,1,13,8,NA,2
2000,Cameroon,NA,NA,NA,2,NA,1,7,7,NA,1
2000,Canada,NA,NA,NA,13,NA,2,21,11,NA,5
2000,Cape Verde,NA,NA,NA,12,NA,2,NA,10,NA,3
2000,Central African Republic,NA,NA,NA,8,NA,2,16,8,NA,3
2000,Chad,NA,NA,NA,4,NA,1,9,7,NA,3
2000,Chile,NA,NA,NA,11,NA,2,20,11,NA,5
2000,China,NA,NA,NA,2,NA,1,4,1,NA,1
2000,Colombia,NA,NA,NA,7,NA,2,18,8,NA,3
2000,Comoros,NA,NA,NA,5,NA,1,10,8,NA,1
2000,Congo Brazzaville,NA,NA,NA,5,NA,1,5,7,NA,1
2000,Congo Kinshasa,NA,NA,NA,2,NA,1,11,6,NA,1
2000,Costa Rica,NA,3,NA,12,NA,2,21,11,NA,5
2000,Cote d'Ivoire,NA,NA,NA,4,NA,1,15,6,NA,2
2000,Croatia,NA,NA,NA,10,NA,2,19,10,NA,6
2000,Cuba,NA,NA,NA,1,NA,1,4,1,NA,1
2000,Cyprus,NA,NA,NA,13,NA,2,21,11,NA,7
2000,Czech Republic,NA,NA,NA,12,NA,2,21,11,NA,8
2000,Denmark,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Djibouti,NA,NA,NA,6,NA,1,13,7,NA,1
2000,Dominica,NA,NA,NA,13,NA,2,NA,11,NA,6
2000,Dominican Rep,NA,NA,NA,11,NA,2,19,10,NA,4
2000,Ecuador,NA,NA,NA,9,NA,1,17,10,NA,3
2000,Egypt,NA,NA,NA,4,NA,1,5,7,NA,1
2000,El Salvador,NA,3,NA,10,NA,2,18,11,NA,3
2000,Equatorial Guinea,NA,NA,NA,1,NA,1,6,6,NA,1
2000,Eritrea,NA,NA,NA,3,NA,1,5,3,NA,1
2000,Estonia,NA,NA,NA,12,NA,2,20,11,NA,5
2000,Ethiopia,NA,NA,NA,5,NA,1,12,8,NA,1
2000,Fiji,NA,NA,NA,6,NA,1,16,5,NA,1
2000,Finland,NA,NA,NA,13,NA,2,21,11,NA,8
2000,France,NA,NA,NA,12,NA,2,20,11,NA,8
2000,Gabon,NA,NA,NA,6,NA,1,7,9,NA,2
2000,Gambia,NA,NA,NA,3,NA,1,6,8,NA,3
2000,Georgia,NA,NA,NA,7,NA,1,16,7,NA,3
2000,Germany West,NA,NA,NA,12,NA,2,21,10,NA,8
2000,Ghana,NA,NA,NA,10,NA,2,13,11,NA,4
2000,Greece,NA,NA,NA,11,NA,2,21,11,NA,8
2000,Grenada,NA,NA,NA,12,NA,2,NA,11,NA,4
2000,Guatemala,NA,2,NA,8,NA,2,19,9,NA,2
2000,Guinea,NA,NA,NA,4,NA,1,10,6,NA,1
2000,Guinea-Bissau,NA,NA,NA,6,NA,2,16,9,NA,3
2000,Guyana,NA,NA,NA,11,NA,1,17,10,NA,4
2000,Haiti,NA,NA,NA,4,NA,1,9,7,NA,1
2000,Honduras,NA,3,NA,9,NA,2,18,10,NA,4
2000,Hungary,NA,NA,NA,12,NA,2,21,11,NA,6
2000,Iceland,NA,NA,NA,13,NA,2,NA,11,NA,8
2000,India,NA,NA,NA,10,NA,2,20,11,NA,4
2000,Indonesia,NA,NA,NA,8,NA,2,17,10,NA,3
2000,Iran,NA,NA,NA,3,NA,1,14,4,NA,1
2000,Iraq,NA,NA,NA,1,NA,1,2,1,NA,1
2000,Ireland,NA,NA,NA,13,NA,2,21,11,NA,6
2000,Israel,NA,NA,NA,11,NA,2,21,10,NA,8
2000,Italy,NA,NA,NA,12,NA,2,21,11,NA,8
2000,Jamaica,NA,NA,NA,11,NA,2,20,10,NA,3
2000,Japan,NA,NA,NA,12,NA,2,21,11,NA,5
2000,Jordan,NA,NA,NA,7,NA,1,9,5,NA,1
2000,Kazakhstan,NA,NA,NA,4,NA,1,7,6,NA,2
2000,Kenya,NA,NA,NA,4,NA,2,9,7,NA,2
2000,Kiribati,NA,NA,NA,13,NA,2,NA,10,NA,4
2000,Korea North,NA,NA,NA,1,NA,1,2,1,NA,1
2000,Korea South,NA,NA,NA,11,NA,2,19,8,NA,6
2000,Kuwait,NA,NA,NA,6,NA,1,4,5,NA,1
2000,Kyrgyzstan,NA,NA,NA,4,NA,1,8,6,NA,2
2000,Laos,NA,NA,NA,2,NA,1,4,3,NA,1
2000,Latvia,NA,NA,NA,12,NA,2,19,10,NA,6
2000,Lebanon,NA,NA,NA,4,NA,1,NA,8,NA,5
2000,Lesotho,NA,NA,NA,7,NA,1,15,11,NA,1
2000,Liberia,NA,NA,NA,4,NA,1,11,8,NA,2
2000,Libya,NA,NA,NA,1,NA,1,4,2,NA,1
2000,Liechtenstein,NA,NA,NA,13,NA,2,NA,11,NA,NA
2000,Lithuania,NA,NA,NA,12,NA,2,21,10,NA,6
2000,Luxembourg,NA,NA,NA,13,NA,2,NA,11,NA,6
2000,Macedonia,NA,NA,NA,8,NA,2,17,7,NA,5
2000,Madagascar,NA,NA,NA,9,NA,2,18,8,NA,3
2000,Malawi,NA,NA,NA,9,NA,2,17,9,NA,5
2000,Malaysia,NA,NA,NA,5,NA,1,14,8,NA,3
2000,Maldives,NA,NA,NA,4,NA,1,NA,5,NA,1
2000,Mali,NA,NA,NA,10,NA,2,17,11,NA,1
2000,Malta,NA,NA,NA,13,NA,2,NA,11,NA,7
2000,Marshall Islands,NA,NA,NA,13,NA,2,NA,11,NA,3
2000,Mauritania,NA,NA,NA,4,NA,1,5,7,NA,1
2000,Mauritius,NA,NA,NA,12,NA,2,21,10,NA,6
2000,Mexico,NA,NA,NA,10,NA,2,19,10,NA,5
2000,"Micronesia, Fed Stat",NA,NA,NA,12,NA,2,NA,11,NA,2
2000,Moldova,NA,NA,NA,9,NA,2,18,8,NA,5
2000,Monaco,NA,NA,NA,12,NA,NA,NA,9,NA,NA
2000,Mongolia,NA,NA,NA,10,NA,2,21,9,NA,4
2000,Morocco,NA,NA,NA,6,NA,1,5,7,NA,1
2000,Mozambique,NA,NA,NA,8,NA,1,17,10,NA,3
2000,Myanmar (Burma),NA,NA,NA,1,NA,1,4,1,NA,1
2000,Namibia,NA,NA,NA,10,NA,1,17,10,NA,2
2000,Nauru,NA,NA,NA,11,NA,2,NA,11,NA,NA
2000,Nepal,NA,NA,NA,8,NA,2,17,9,NA,3
2000,Netherlands,NA,NA,NA,13,NA,2,21,11,NA,8
2000,New Zealand,NA,NA,NA,13,NA,2,21,11,NA,7
2000,Nicaragua,NA,3,NA,9,NA,2,19,11,NA,4
2000,Niger,NA,NA,NA,7,NA,2,16,8,NA,2
2000,Nigeria,NA,NA,NA,7,NA,2,15,7,NA,3
2000,Norway,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Oman,NA,NA,NA,4,NA,1,2,3,NA,1
2000,Pakistan,NA,NA,NA,4,NA,1,5,6,NA,1
2000,Palau,NA,NA,NA,12,NA,2,NA,11,NA,NA
2000,Panama,NA,NA,NA,12,NA,2,20,10,NA,6
2000,Papua New Guinea,NA,NA,NA,10,NA,2,15,10,NA,8
2000,Paraguay,NA,NA,NA,8,NA,2,18,11,NA,3
2000,Peru,NA,NA,NA,9,NA,1,16,8,NA,2
2000,Philippines,NA,NA,NA,10,NA,2,19,10,NA,5
2000,Poland,NA,NA,NA,12,NA,2,20,9,NA,5
2000,Portugal,NA,NA,NA,13,NA,2,21,11,NA,6
2000,Qatar,NA,NA,NA,3,NA,1,1,5,NA,1
2000,Romania,NA,NA,NA,11,NA,2,19,11,NA,5
2000,Russia (USSR),NA,NA,NA,5,NA,1,17,9,NA,6
2000,Rwanda,NA,NA,NA,2,NA,1,7,5,NA,1
2000,San Marino,NA,NA,NA,13,NA,2,NA,11,NA,NA
2000,Sao Tome,NA,NA,NA,12,NA,2,NA,11,NA,3
2000,Saudi Arabia,NA,NA,NA,1,NA,1,1,3,NA,1
2000,Senegal,NA,NA,NA,8,NA,2,19,8,NA,2
2000,Seychelles,NA,NA,NA,9,NA,1,NA,9,NA,2
2000,Sierra Leone,NA,NA,NA,6,NA,2,11,11,NA,1
2000,Singapore,NA,NA,NA,5,NA,1,9,7,NA,2
2000,Slovakia,NA,NA,NA,12,NA,2,20,11,NA,8
2000,Slovenia,NA,NA,NA,12,NA,2,21,11,NA,6
2000,Solomon Islands,NA,NA,NA,7,NA,2,11,8,NA,4
2000,Somalia,NA,NA,NA,2,NA,1,11,6,NA,1
2000,South Africa,NA,NA,NA,12,NA,1,20,11,NA,3
2000,Spain,NA,NA,NA,12,NA,2,21,11,NA,7
2000,Sri Lanka,NA,NA,NA,8,NA,2,16,7,NA,5
2000,St. Kitts & Nevis,NA,NA,NA,12,NA,2,NA,11,NA,6
2000,St. Lucia,NA,NA,NA,12,NA,2,NA,11,NA,4
2000,St. Vincent & Grenadine,NA,NA,NA,12,NA,2,NA,11,NA,5
2000,Sudan,NA,NA,NA,1,NA,1,4,3,NA,1
2000,Suriname,NA,NA,NA,12,NA,2,NA,11,NA,5
2000,Swaziland,NA,NA,NA,4,NA,1,2,5,NA,1
2000,Sweden,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Switzerland,NA,NA,NA,13,NA,2,21,11,NA,8
2000,Syria,NA,NA,NA,1,NA,1,4,2,NA,1
2000,Taiwan,NA,NA,NA,12,NA,2,20,11,NA,6
2000,Tajikistan,NA,NA,NA,3,NA,1,10,5,NA,2
2000,Tanzania,NA,NA,NA,7,NA,1,10,9,NA,1
2000,Thailand,NA,NA,NA,10,NA,2,20,10,NA,4
2000,Togo,NA,NA,NA,5,NA,1,9,6,NA,2
2000,Tonga,NA,NA,NA,7,NA,1,NA,8,NA,1
2000,Trinidad,NA,NA,NA,11,NA,2,21,11,NA,4
2000,Tunisia,NA,NA,NA,4,NA,1,8,6,NA,1
2000,Turkey,NA,NA,NA,6,NA,2,18,8,NA,5
2000,Turkmenistan,NA,NA,NA,1,NA,1,2,2,NA,1
2000,Tuvalu,NA,NA,NA,13,NA,2,NA,11,NA,NA
2000,UAE,NA,NA,NA,4,NA,1,3,3,NA,1
2000,Uganda,NA,NA,NA,4,NA,1,7,8,NA,2
2000,Ukraine,NA,NA,NA,7,NA,2,17,10,NA,7
2000,United Kingdom,NA,NA,NA,12,NA,2,21,11,NA,7
2000,United States,NA,NA,NA,13,NA,2,21,11,NA,7
2000,Uruguay,NA,NA,NA,13,NA,2,21,10,NA,7
2000,Uzbekistan,NA,NA,NA,2,NA,1,2,2,NA,1
2000,Vanuatu,NA,NA,NA,11,NA,2,NA,11,NA,5
2000,Venezuela,NA,NA,NA,7,NA,2,18,9,NA,4
2000,Vietnam North,NA,NA,NA,2,NA,1,4,1,NA,1
2000,Western Samoa,NA,NA,NA,11,NA,1,NA,11,NA,5
2000,Yemen North,NA,NA,NA,4,NA,1,9,8,NA,1
2000,Yugoslavia (Serbia),NA,NA,NA,7,NA,2,18,8,NA,5
2000,Zambia,NA,NA,NA,6,NA,1,12,8,NA,1
2000,Zimbabwe,NA,NA,NA,4,NA,1,8,8,NA,2
2001,Afghanistan,NA,NA,NA,1,NA,1,NA,NA,NA,1
2001,Albania,NA,NA,NA,8,NA,2,16,NA,NA,5
2001,Algeria,NA,NA,NA,4,NA,1,8,NA,NA,4
2001,Andorra,NA,NA,NA,13,NA,2,NA,NA,NA,2
2001,Angola,NA,NA,NA,3,NA,1,8,NA,NA,1
2001,Antigua & Barbuda,NA,NA,NA,9,NA,2,NA,NA,NA,5
2001,Argentina,NA,NA,NA,9,NA,2,19,NA,NA,6
2001,Armenia,NA,NA,NA,7,NA,2,16,NA,NA,4
2001,Australia,NA,NA,NA,13,NA,2,21,NA,NA,8
2001,Austria,NA,NA,NA,13,NA,2,21,NA,NA,8
2001,Azerbaijan,NA,NA,NA,4,NA,1,4,NA,NA,3
2001,Bahamas,NA,NA,NA,13,NA,2,NA,NA,NA,4
2001,Bahrain,NA,NA,NA,4,NA,1,3,NA,NA,1
2001,Bangladesh,NA,NA,NA,8,NA,2,17,NA,NA,4
2001,Barbados,NA,NA,NA,13,NA,2,NA,NA,NA,4
2001,Belarus,NA,NA,NA,3,NA,1,4,NA,NA,3
2001,Belgium,NA,NA,NA,12,NA,2,21,NA,NA,8
2001,Belize,NA,NA,NA,12,NA,2,NA,NA,NA,3
2001,Benin,NA,NA,NA,10,NA,2,17,NA,NA,2
2001,Bhutan,NA,NA,NA,2,NA,1,1,NA,NA,1
2001,Bolivia,NA,NA,NA,11,NA,2,20,NA,NA,5
2001,Bosnia,NA,NA,NA,6,NA,1,NA,NA,NA,6
2001,Botswana,NA,NA,NA,11,NA,1,19,NA,NA,2
2001,Brazil,NA,NA,NA,9,NA,2,19,NA,NA,6
2001,Brunei Darussalam,NA,NA,NA,3,NA,1,NA,NA,NA,1
2001,Bulgaria,NA,NA,NA,11,NA,2,20,NA,NA,6
2001,Burkina Faso,NA,NA,NA,7,NA,1,11,NA,NA,1
2001,Burundi,NA,NA,NA,3,NA,1,11,NA,NA,1
2001,Cambodia,NA,NA,NA,4,NA,1,13,NA,NA,2
2001,Cameroon,NA,NA,NA,3,NA,1,7,NA,NA,1
2001,Canada,NA,NA,NA,13,NA,2,21,NA,NA,5
2001,Cape Verde,NA,NA,NA,12,NA,2,NA,NA,NA,3
2001,Central African Republic,NA,NA,NA,5,NA,2,16,NA,NA,3
2001,Chad,NA,NA,NA,4,NA,1,9,NA,NA,3
2001,Chile,NA,NA,NA,11,NA,2,20,NA,NA,5
2001,China,NA,NA,NA,2,NA,1,4,NA,NA,1
2001,Colombia,NA,NA,NA,7,NA,2,18,NA,NA,3
2001,Comoros,NA,NA,NA,5,NA,1,11,NA,NA,1
2001,Congo Brazzaville,NA,NA,NA,6,NA,1,6,NA,NA,1
2001,Congo Kinshasa,NA,NA,NA,3,NA,1,11,NA,NA,1
2001,Costa Rica,NA,NA,NA,12,NA,2,21,NA,NA,5
2001,Cote d'Ivoire,NA,NA,NA,6,NA,1,15,NA,NA,2
2001,Croatia,NA,NA,NA,11,NA,2,19,NA,NA,6
2001,Cuba,NA,NA,NA,1,NA,1,4,NA,NA,1
2001,Cyprus,NA,NA,NA,13,NA,2,21,NA,NA,7
2001,Czech Republic,NA,NA,NA,12,NA,2,21,NA,NA,8
2001,Denmark,NA,NA,NA,13,NA,2,21,NA,NA,8
2001,Djibouti,NA,NA,NA,6,NA,1,13,NA,NA,1
2001,Dominica,NA,NA,NA,13,NA,2,NA,NA,NA,6
2001,Dominican Rep,NA,NA,NA,11,NA,2,19,NA,NA,4
2001,Ecuador,NA,NA,NA,9,NA,1,17,NA,NA,3
2001,Egypt,NA,NA,NA,3,NA,1,5,NA,NA,1
2001,El Salvador,NA,NA,NA,10,NA,2,18,NA,NA,3
2001,Equatorial Guinea,NA,NA,NA,3,NA,1,6,NA,NA,1
2001,Eritrea,NA,NA,NA,2,NA,1,4,NA,NA,1
2001,Estonia,NA,NA,NA,12,NA,2,20,NA,NA,5
2001,Ethiopia,NA,NA,NA,5,NA,1,12,NA,NA,1
2001,Fiji,NA,NA,NA,8,NA,1,16,NA,NA,6
2001,Finland,NA,NA,NA,13,NA,2,21,NA,NA,8
2001,France,NA,NA,NA,12,NA,2,20,NA,NA,6
2001,Gabon,NA,NA,NA,6,NA,1,7,NA,NA,2
2001,Gambia,NA,NA,NA,5,NA,1,6,NA,NA,3
2001,Georgia,NA,NA,NA,7,NA,1,16,NA,NA,3
2001,Germany West,NA,NA,NA,12,NA,2,21,NA,NA,8
2001,Ghana,NA,NA,NA,10,NA,2,17,NA,NA,4
2001,Greece,NA,NA,NA,11,NA,2,21,NA,NA,8
2001,Grenada,NA,NA,NA,12,NA,2,NA,NA,NA,4
2001,Guatemala,NA,NA,NA,8,NA,2,19,NA,NA,2
2001,Guinea,NA,NA,NA,4,NA,1,10,NA,NA,1
2001,Guinea-Bissau,NA,NA,NA,6,NA,2,16,NA,NA,3
2001,Guyana,NA,NA,NA,11,NA,1,17,NA,NA,5
2001,Haiti,NA,NA,NA,3,NA,1,9,NA,NA,1
2001,Honduras,NA,NA,NA,9,NA,2,18,NA,NA,4
2001,Hungary,NA,NA,NA,12,NA,2,21,NA,NA,6
2001,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,8
2001,India,NA,NA,NA,10,NA,2,20,NA,NA,4
2001,Indonesia,NA,NA,NA,8,NA,2,17,NA,NA,2
2001,Iran,NA,NA,NA,3,NA,1,14,NA,NA,1
2001,Iraq,NA,NA,NA,1,NA,1,2,NA,NA,1
2001,Ireland,NA,NA,NA,13,NA,2,21,NA,NA,7
2001,Israel,NA,NA,NA,11,NA,2,21,NA,NA,8
2001,Italy,NA,NA,NA,12,NA,2,21,NA,NA,8
2001,Jamaica,NA,NA,NA,10,NA,2,20,NA,NA,3
2001,Japan,NA,NA,NA,12,NA,2,21,NA,NA,5
2001,Jordan,NA,NA,NA,5,NA,1,9,NA,NA,1
2001,Kazakhstan,NA,NA,NA,4,NA,1,7,NA,NA,2
2001,Kenya,NA,NA,NA,4,NA,2,9,NA,NA,2
2001,Kiribati,NA,NA,NA,13,NA,2,NA,NA,NA,4
2001,Korea North,NA,NA,NA,1,NA,1,2,NA,NA,1
2001,Korea South,NA,NA,NA,11,NA,2,19,NA,NA,6
2001,Kuwait,NA,NA,NA,6,NA,1,4,NA,NA,1
2001,Kyrgyzstan,NA,NA,NA,4,NA,1,8,NA,NA,2
2001,Laos,NA,NA,NA,2,NA,1,4,NA,NA,1
2001,Latvia,NA,NA,NA,12,NA,2,19,NA,NA,6
2001,Lebanon,NA,NA,NA,4,NA,1,NA,NA,NA,5
2001,Lesotho,NA,NA,NA,7,NA,1,17,NA,NA,1
2001,Liberia,NA,NA,NA,4,NA,1,11,NA,NA,2
2001,Libya,NA,NA,NA,1,NA,1,4,NA,NA,1
2001,Liechtenstein,NA,NA,NA,13,NA,2,NA,NA,NA,NA
2001,Lithuania,NA,NA,NA,12,NA,2,21,NA,NA,6
2001,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,6
2001,Macedonia,NA,NA,NA,7,NA,2,17,NA,NA,5
2001,Madagascar,NA,NA,NA,9,NA,2,18,NA,NA,3
2001,Malawi,NA,NA,NA,8,NA,2,15,NA,NA,5
2001,Malaysia,NA,NA,NA,5,NA,1,14,NA,NA,3
2001,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
2001,Mali,NA,NA,NA,10,NA,2,17,NA,NA,1
2001,Malta,NA,NA,NA,13,NA,2,NA,NA,NA,7
2001,Marshall Islands,NA,NA,NA,13,NA,2,NA,NA,NA,3
2001,Mauritania,NA,NA,NA,5,NA,1,5,NA,NA,1
2001,Mauritius,NA,NA,NA,12,NA,2,21,NA,NA,6
2001,Mexico,NA,NA,NA,10,NA,2,19,NA,NA,5
2001,"Micronesia, Fed Stat",NA,NA,NA,12,NA,2,NA,NA,NA,2
2001,Moldova,NA,NA,NA,9,NA,2,19,NA,NA,3
2001,Mongolia,NA,NA,NA,10,NA,2,21,NA,NA,4
2001,Morocco,NA,NA,NA,5,NA,1,5,NA,NA,1
2001,Mozambique,NA,NA,NA,8,NA,1,17,NA,NA,3
2001,Myanmar (Burma),NA,NA,NA,1,NA,1,4,NA,NA,1
2001,Namibia,NA,NA,NA,10,NA,1,17,NA,NA,2
