year,count,arat,blm,bollen,freedomhouse,hadenius,pacl,polity,polyarchy,prc,vanhanen
1986,Dominica,NA,NA,NA,11,NA,2,NA,NA,NA,4
1986,Dominican Rep,NA,NA,NA,11,NA,2,17,NA,4,4
1986,Ecuador,NA,NA,NA,10,NA,2,19,NA,4,4
1986,Egypt,NA,NA,NA,6,NA,1,5,NA,1,1
1986,El Salvador,NA,1,NA,8,NA,2,17,NA,1,3
1986,Equatorial Guinea,NA,NA,NA,1,NA,1,4,NA,NA,1
1986,Ethiopia,NA,NA,NA,1,NA,1,3,NA,1,1
1986,Fiji,NA,NA,NA,11,NA,1,20,NA,NA,4
1986,Finland,NA,NA,NA,11,NA,2,21,NA,4,8
1986,France,NA,NA,NA,12,NA,2,20,NA,4,8
1986,Gabon,NA,NA,NA,3,NA,1,2,NA,1,1
1986,Gambia,NA,NA,NA,8,NA,1,18,NA,NA,2
1986,Germany East,NA,NA,NA,2,NA,1,2,NA,1,1
1986,Germany West,NA,NA,NA,12,NA,2,21,NA,4,7
1986,Ghana,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Greece,NA,NA,NA,11,NA,2,21,NA,4,7
1986,Grenada,NA,NA,NA,11,NA,2,NA,NA,NA,4
1986,Guatemala,NA,2,NA,9,NA,2,14,NA,3,2
1986,Guinea,NA,NA,NA,3,NA,1,4,NA,1,1
1986,Guinea-Bissau,NA,NA,NA,2,NA,1,3,NA,NA,1
1986,Guyana,NA,NA,NA,5,NA,1,4,NA,NA,2
1986,Haiti,NA,NA,NA,6,NA,1,3,NA,1,1
1986,Honduras,NA,2,NA,10,NA,2,16,NA,3,4
1986,Hungary,NA,NA,NA,5,NA,1,4,NA,1,1
1986,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,7
1986,India,NA,NA,NA,10,NA,2,19,NA,4,4
1986,Indonesia,NA,NA,NA,4,NA,1,4,NA,1,1
1986,Iran,NA,NA,NA,4,NA,1,5,NA,1,1
1986,Iraq,NA,NA,NA,1,NA,1,2,NA,1,1
1986,Ireland,NA,NA,NA,13,NA,2,21,NA,4,6
1986,Israel,NA,NA,NA,11,NA,2,20,NA,4,7
1986,Italy,NA,NA,NA,13,NA,2,21,NA,4,8
1986,Jamaica,NA,NA,NA,10,NA,2,21,NA,4,1
1986,Japan,NA,NA,NA,13,NA,2,21,NA,NA,6
1986,Jordan,NA,NA,NA,5,NA,1,2,NA,1,1
1986,Kenya,NA,NA,NA,4,NA,1,4,NA,1,1
1986,Kiribati,NA,NA,NA,12,NA,2,NA,NA,NA,3
1986,Korea North,NA,NA,NA,1,NA,1,2,NA,1,1
1986,Korea South,NA,NA,NA,6,NA,1,6,NA,1,2
1986,Kuwait,NA,NA,NA,4,NA,1,1,NA,1,1
1986,Laos,NA,NA,NA,1,NA,1,4,NA,1,1
1986,Lebanon,NA,NA,NA,6,NA,1,11,NA,1,NA
1986,Lesotho,NA,NA,NA,5,NA,1,4,NA,1,1
1986,Liberia,NA,NA,NA,5,NA,1,5,NA,1,1
1986,Libya,NA,NA,NA,3,NA,1,4,NA,1,1
1986,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,7
1986,Madagascar,NA,NA,NA,5,NA,1,5,NA,1,2
1986,Malawi,NA,NA,NA,2,NA,1,2,NA,1,1
1986,Malaysia,NA,NA,NA,7,NA,1,15,NA,3,3
1986,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
1986,Mali,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Malta,NA,NA,NA,9,NA,2,NA,NA,NA,7
1986,Mauritania,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Mauritius,NA,NA,NA,11,NA,2,21,NA,NA,4
1986,Mexico,NA,NA,NA,7,NA,1,8,NA,1,2
1986,Mongolia,NA,NA,NA,1,NA,1,4,NA,1,1
1986,Morocco,NA,NA,NA,6,NA,1,3,NA,1,1
1986,Mozambique,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Myanmar (Burma),NA,NA,NA,1,NA,1,3,NA,1,1
1986,Nauru,NA,NA,NA,11,NA,2,NA,NA,NA,NA
1986,Nepal,NA,NA,NA,8,NA,1,9,NA,1,1
1986,Netherlands,NA,NA,NA,13,NA,2,21,NA,4,8
1986,New Zealand,NA,NA,NA,13,NA,2,21,NA,4,7
1986,Nicaragua,NA,2,NA,4,NA,2,10,NA,1,3
1986,Niger,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Nigeria,NA,NA,NA,3,NA,1,4,NA,1,1
1986,Norway,NA,NA,NA,13,NA,2,21,NA,4,8
1986,Oman,NA,NA,NA,3,NA,1,1,NA,NA,1
1986,Pakistan,NA,NA,NA,6,NA,1,7,NA,1,1
1986,Panama,NA,NA,NA,6,NA,1,5,NA,1,4
1986,Papua New Guinea,NA,NA,NA,11,NA,2,15,NA,4,4
1986,Paraguay,NA,NA,NA,4,NA,1,3,NA,1,1
1986,Peru,NA,NA,NA,10,NA,2,18,NA,4,4
1986,Philippines,NA,NA,NA,9,NA,2,12,NA,4,4
1986,Poland,NA,NA,NA,4,NA,1,4,NA,1,1
1986,Portugal,NA,NA,NA,12,NA,2,21,NA,4,7
1986,Qatar,NA,NA,NA,5,NA,1,1,NA,NA,1
1986,Romania,NA,NA,NA,1,NA,1,3,NA,1,1
1986,Russia (USSR),NA,NA,NA,1,NA,1,4,NA,1,1
1986,Rwanda,NA,NA,NA,3,NA,1,4,NA,1,1
1986,Sao Tome,NA,NA,NA,1,NA,1,NA,NA,NA,1
1986,Saudi Arabia,NA,NA,NA,2,NA,1,1,NA,1,1
1986,Senegal,NA,NA,NA,8,NA,1,10,NA,3,1
1986,Seychelles,NA,NA,NA,3,NA,1,NA,NA,NA,1
1986,Sierra Leone,NA,NA,NA,5,NA,1,4,NA,1,1
1986,Singapore,NA,NA,NA,6,NA,1,9,NA,3,3
1986,Solomon Islands,NA,NA,NA,11,NA,2,18,NA,NA,4
1986,Somalia,NA,NA,NA,1,NA,1,4,NA,1,1
1986,South Africa,NA,NA,NA,4,NA,1,15,NA,1,1
1986,Spain,NA,NA,NA,12,NA,2,21,NA,4,7
1986,Sri Lanka,NA,NA,NA,8,NA,1,16,NA,3,4
1986,St. Kitts & Nevis,NA,NA,NA,13,NA,2,NA,NA,NA,4
1986,St. Lucia,NA,NA,NA,12,NA,2,NA,NA,NA,4
1986,St. Vincent & Grenadine,NA,NA,NA,11,NA,2,NA,NA,NA,4
1986,Sudan,NA,NA,NA,6,NA,2,18,NA,3,1
1986,Suriname,NA,NA,NA,3,NA,1,NA,NA,NA,1
1986,Swaziland,NA,NA,NA,4,NA,1,1,NA,NA,1
1986,Sweden,NA,NA,NA,13,NA,2,21,NA,4,8
1986,Switzerland,NA,NA,NA,13,NA,2,21,NA,4,8
1986,Syria,NA,NA,NA,2,NA,1,2,NA,1,1
1986,Taiwan,NA,NA,NA,5,NA,1,4,NA,1,1
1986,Tanzania,NA,NA,NA,3,NA,1,5,NA,1,1
1986,Thailand,NA,NA,NA,9,NA,2,13,NA,1,2
1986,Togo,NA,NA,NA,3,NA,1,4,NA,1,1
1986,Tonga,NA,NA,NA,7,NA,1,NA,NA,NA,1
1986,Trinidad,NA,NA,NA,12,NA,2,20,NA,4,4
1986,Tunisia,NA,NA,NA,4,NA,1,3,NA,1,1
1986,Turkey,NA,NA,NA,8,NA,2,18,NA,3,3
1986,Tuvalu,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1986,UAE,NA,NA,NA,5,NA,1,3,NA,1,1
1986,Uganda,NA,NA,NA,6,NA,1,4,NA,1,1
1986,United Kingdom,NA,NA,NA,13,NA,2,21,NA,4,7
1986,United States,NA,NA,NA,13,NA,2,21,NA,4,5
1986,Uruguay,NA,NA,NA,11,NA,2,20,NA,4,8
1986,Vanuatu,NA,NA,NA,9,NA,2,NA,NA,NA,3
1986,Venezuela,NA,NA,NA,12,NA,2,20,NA,4,4
1986,Vietnam North,NA,NA,NA,1,NA,1,4,NA,1,1
1986,Western Samoa,NA,NA,NA,8,NA,1,NA,NA,NA,1
1986,Yemen North,NA,NA,NA,5,NA,1,5,NA,1,1
1986,Yemen South,NA,NA,NA,2,NA,1,4,NA,1,1
1986,Yugoslavia (Serbia),NA,NA,NA,4,NA,1,6,NA,1,1
1986,Zambia,NA,NA,NA,5,NA,1,2,NA,1,1
1986,Zimbabwe,NA,NA,NA,5,NA,1,12,NA,3,2
1987,Afghanistan,NA,NA,NA,1,NA,1,NA,NA,1,1
1987,Albania,NA,NA,NA,1,NA,1,2,NA,1,1
1987,Algeria,NA,NA,NA,3,NA,1,2,NA,1,1
1987,Angola,NA,NA,NA,1,NA,1,4,NA,1,1
1987,Antigua & Barbuda,NA,NA,NA,10,NA,2,NA,NA,NA,2
1987,Argentina,NA,NA,NA,12,NA,2,19,NA,4,6
1987,Australia,NA,NA,NA,13,NA,2,21,NA,4,7
1987,Austria,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Bahamas,NA,NA,NA,10,NA,2,NA,NA,NA,4
1987,Bahrain,NA,NA,NA,5,NA,1,1,NA,NA,1
1987,Bangladesh,NA,NA,NA,6,NA,2,6,NA,1,1
1987,Barbados,NA,NA,NA,13,NA,2,NA,NA,NA,5
1987,Belgium,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Belize,NA,NA,NA,13,NA,2,NA,NA,NA,3
1987,Benin,NA,NA,NA,1,NA,1,4,NA,1,1
1987,Bhutan,NA,NA,NA,5,NA,1,1,NA,1,1
1987,Bolivia,NA,NA,NA,10,NA,2,20,NA,4,4
1987,Botswana,NA,NA,NA,10,NA,1,18,NA,NA,2
1987,Brazil,NA,NA,NA,11,NA,2,18,NA,4,1
1987,Brunei Darussalam,NA,NA,NA,4,NA,1,NA,NA,NA,1
1987,Bulgaria,NA,NA,NA,1,NA,1,4,NA,1,1
1987,Burkina Faso,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Burundi,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Cambodia,NA,NA,NA,1,NA,1,NA,NA,1,1
1987,Cameroon,NA,NA,NA,3,NA,1,3,NA,1,1
1987,Canada,NA,NA,NA,13,NA,2,21,NA,4,6
1987,Cape Verde,NA,NA,NA,4,NA,1,NA,NA,NA,1
1987,Central African Republic,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Chad,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Chile,NA,NA,NA,4,NA,1,5,NA,1,1
1987,China,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Colombia,NA,NA,NA,10,NA,2,19,NA,4,3
1987,Comoros,NA,NA,NA,3,NA,1,4,NA,NA,1
1987,Congo Brazzaville,NA,NA,NA,2,NA,1,3,NA,1,1
1987,Congo Kinshasa,NA,NA,NA,2,NA,1,2,NA,1,1
1987,Costa Rica,NA,3,NA,13,NA,2,21,NA,4,5
1987,Cote d'Ivoire,NA,NA,NA,4,NA,1,2,NA,1,1
1987,Cuba,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Cyprus,NA,NA,NA,12,NA,2,21,NA,NA,7
1987,Czechoslovakia,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Denmark,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Djibouti,NA,NA,NA,3,NA,1,3,NA,NA,1
1987,Dominica,NA,NA,NA,11,NA,2,NA,NA,NA,4
1987,Dominican Rep,NA,NA,NA,11,NA,2,17,NA,4,4
1987,Ecuador,NA,NA,NA,10,NA,2,19,NA,4,3
1987,Egypt,NA,NA,NA,6,NA,1,5,NA,1,1
1987,El Salvador,NA,1,NA,8,NA,2,17,NA,1,3
1987,Equatorial Guinea,NA,NA,NA,1,NA,1,4,NA,NA,1
1987,Ethiopia,NA,NA,NA,2,NA,1,3,NA,1,1
1987,Fiji,NA,NA,NA,4,NA,1,8,NA,NA,1
1987,Finland,NA,NA,NA,12,NA,2,21,NA,4,8
1987,France,NA,NA,NA,12,NA,2,20,NA,4,8
1987,Gabon,NA,NA,NA,3,NA,1,2,NA,1,1
1987,Gambia,NA,NA,NA,9,NA,1,18,NA,NA,1
1987,Germany East,NA,NA,NA,2,NA,1,2,NA,1,1
1987,Germany West,NA,NA,NA,12,NA,2,21,NA,4,7
1987,Ghana,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Greece,NA,NA,NA,11,NA,2,21,NA,4,7
1987,Grenada,NA,NA,NA,12,NA,2,NA,NA,NA,4
1987,Guatemala,NA,2,NA,9,NA,2,14,NA,3,2
1987,Guinea,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Guinea-Bissau,NA,NA,NA,2,NA,1,3,NA,NA,1
1987,Guyana,NA,NA,NA,5,NA,1,4,NA,NA,2
1987,Haiti,NA,NA,NA,4,NA,1,3,NA,1,1
1987,Honduras,NA,2,NA,10,NA,2,16,NA,3,4
1987,Hungary,NA,NA,NA,6,NA,1,4,NA,1,1
1987,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,8
1987,India,NA,NA,NA,10,NA,2,19,NA,4,4
1987,Indonesia,NA,NA,NA,4,NA,1,4,NA,1,1
1987,Iran,NA,NA,NA,4,NA,1,5,NA,1,1
1987,Iraq,NA,NA,NA,1,NA,1,2,NA,1,1
1987,Ireland,NA,NA,NA,13,NA,2,21,NA,4,7
1987,Israel,NA,NA,NA,11,NA,2,20,NA,4,7
1987,Italy,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Jamaica,NA,NA,NA,11,NA,2,21,NA,4,1
1987,Japan,NA,NA,NA,13,NA,2,21,NA,NA,6
1987,Jordan,NA,NA,NA,5,NA,1,2,NA,1,1
1987,Kenya,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Kiribati,NA,NA,NA,12,NA,2,NA,NA,NA,4
1987,Korea North,NA,NA,NA,1,NA,1,2,NA,1,1
1987,Korea South,NA,NA,NA,7,NA,1,12,NA,1,8
1987,Kuwait,NA,NA,NA,4,NA,1,1,NA,1,1
1987,Laos,NA,NA,NA,1,NA,1,4,NA,1,1
1987,Lebanon,NA,NA,NA,4,NA,1,11,NA,1,NA
1987,Lesotho,NA,NA,NA,4,NA,1,4,NA,1,1
1987,Liberia,NA,NA,NA,5,NA,1,5,NA,1,1
1987,Libya,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,7
1987,Madagascar,NA,NA,NA,5,NA,1,5,NA,1,2
1987,Malawi,NA,NA,NA,2,NA,1,2,NA,1,1
1987,Malaysia,NA,NA,NA,7,NA,1,15,NA,3,3
1987,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
1987,Mali,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Malta,NA,NA,NA,12,NA,2,NA,NA,NA,7
1987,Mauritania,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Mauritius,NA,NA,NA,11,NA,2,21,NA,NA,4
1987,Mexico,NA,NA,NA,7,NA,1,8,NA,1,2
1987,Mongolia,NA,NA,NA,1,NA,1,4,NA,1,1
1987,Morocco,NA,NA,NA,6,NA,1,3,NA,1,1
1987,Mozambique,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Myanmar (Burma),NA,NA,NA,1,NA,1,3,NA,1,1
1987,Nauru,NA,NA,NA,11,NA,2,NA,NA,NA,NA
1987,Nepal,NA,NA,NA,8,NA,1,9,NA,1,1
1987,Netherlands,NA,NA,NA,13,NA,2,21,NA,4,8
1987,New Zealand,NA,NA,NA,13,NA,2,21,NA,4,6
1987,Nicaragua,NA,2,NA,5,NA,2,10,NA,1,3
1987,Niger,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Nigeria,NA,NA,NA,4,NA,1,4,NA,1,1
1987,Norway,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Oman,NA,NA,NA,3,NA,1,1,NA,NA,1
1987,Pakistan,NA,NA,NA,6,NA,1,7,NA,1,1
1987,Panama,NA,NA,NA,5,NA,1,3,NA,1,4
1987,Papua New Guinea,NA,NA,NA,11,NA,2,15,NA,4,6
1987,Paraguay,NA,NA,NA,4,NA,1,3,NA,1,1
1987,Peru,NA,NA,NA,10,NA,2,18,NA,4,4
1987,Philippines,NA,NA,NA,11,NA,2,19,NA,4,4
1987,Poland,NA,NA,NA,5,NA,1,5,NA,1,1
1987,Portugal,NA,NA,NA,12,NA,2,21,NA,4,6
1987,Qatar,NA,NA,NA,5,NA,1,1,NA,NA,1
1987,Romania,NA,NA,NA,1,NA,1,3,NA,1,1
1987,Russia (USSR),NA,NA,NA,2,NA,1,4,NA,1,1
1987,Rwanda,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Sao Tome,NA,NA,NA,1,NA,1,NA,NA,NA,1
1987,Saudi Arabia,NA,NA,NA,2,NA,1,1,NA,1,1
1987,Senegal,NA,NA,NA,8,NA,1,10,NA,3,1
1987,Seychelles,NA,NA,NA,3,NA,1,NA,NA,NA,1
1987,Sierra Leone,NA,NA,NA,5,NA,1,4,NA,1,1
1987,Singapore,NA,NA,NA,6,NA,1,9,NA,3,3
1987,Solomon Islands,NA,NA,NA,11,NA,2,18,NA,NA,4
1987,Somalia,NA,NA,NA,1,NA,1,4,NA,1,1
1987,South Africa,NA,NA,NA,4,NA,1,15,NA,1,1
1987,Spain,NA,NA,NA,12,NA,2,21,NA,4,6
1987,Sri Lanka,NA,NA,NA,8,NA,1,16,NA,3,4
1987,St. Kitts & Nevis,NA,NA,NA,12,NA,2,NA,NA,NA,4
1987,St. Lucia,NA,NA,NA,12,NA,2,NA,NA,NA,4
1987,St. Vincent & Grenadine,NA,NA,NA,12,NA,2,NA,NA,NA,4
1987,Sudan,NA,NA,NA,6,NA,2,18,NA,3,1
1987,Suriname,NA,NA,NA,7,NA,1,NA,NA,NA,2
1987,Swaziland,NA,NA,NA,4,NA,1,1,NA,NA,1
1987,Sweden,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Switzerland,NA,NA,NA,13,NA,2,21,NA,4,8
1987,Syria,NA,NA,NA,2,NA,1,2,NA,1,1
1987,Taiwan,NA,NA,NA,6,NA,1,10,NA,1,1
1987,Tanzania,NA,NA,NA,3,NA,1,5,NA,1,1
1987,Thailand,NA,NA,NA,9,NA,2,13,NA,3,2
1987,Togo,NA,NA,NA,3,NA,1,4,NA,1,1
1987,Tonga,NA,NA,NA,7,NA,1,NA,NA,NA,1
1987,Trinidad,NA,NA,NA,13,NA,2,20,NA,4,4
1987,Tunisia,NA,NA,NA,4,NA,1,6,NA,1,1
1987,Turkey,NA,NA,NA,9,NA,2,18,NA,3,4
1987,Tuvalu,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1987,UAE,NA,NA,NA,5,NA,1,3,NA,1,1
1987,Uganda,NA,NA,NA,6,NA,1,4,NA,1,1
1987,United Kingdom,NA,NA,NA,13,NA,2,21,NA,4,7
1987,United States,NA,NA,NA,13,NA,2,21,NA,4,5
1987,Uruguay,NA,NA,NA,11,NA,2,20,NA,4,8
1987,Vanuatu,NA,NA,NA,9,NA,2,NA,NA,NA,4
1987,Venezuela,NA,NA,NA,12,NA,2,20,NA,4,4
1987,Vietnam North,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Western Samoa,NA,NA,NA,8,NA,1,NA,NA,NA,1
1987,Yemen North,NA,NA,NA,5,NA,1,5,NA,1,1
1987,Yemen South,NA,NA,NA,2,NA,1,4,NA,1,1
1987,Yugoslavia (Serbia),NA,NA,NA,4,NA,1,6,NA,1,1
1987,Zambia,NA,NA,NA,5,NA,1,2,NA,1,1
1987,Zimbabwe,NA,NA,NA,4,NA,1,5,NA,3,2
1988,Afghanistan,NA,NA,NA,3,1,1,NA,NA,1,1
1988,Albania,NA,NA,NA,1,NA,1,2,NA,1,1
1988,Algeria,NA,NA,NA,4,3,1,2,NA,1,1
1988,Angola,NA,NA,NA,1,1,1,4,NA,1,1
1988,Antigua & Barbuda,NA,NA,NA,10,8,2,NA,NA,NA,2
1988,Argentina,NA,NA,NA,12,8,2,19,NA,4,6
1988,Australia,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Austria,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Bahamas,NA,NA,NA,10,8,2,NA,NA,NA,4
1988,Bahrain,NA,NA,NA,5,2,1,1,NA,NA,1
1988,Bangladesh,NA,NA,NA,6,4,2,6,NA,1,1
1988,Barbados,NA,NA,NA,13,8,2,NA,NA,NA,5
1988,Belgium,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Belize,NA,NA,NA,12,8,2,NA,NA,NA,3
1988,Benin,NA,NA,NA,1,2,1,4,NA,1,1
1988,Bhutan,NA,NA,NA,5,3,1,1,NA,1,1
1988,Bolivia,NA,NA,NA,10,7,2,20,NA,4,4
1988,Botswana,NA,NA,NA,10,8,1,18,NA,NA,2
1988,Brazil,NA,NA,NA,10,7,2,19,NA,4,2
1988,Brunei Darussalam,NA,NA,NA,3,NA,1,NA,NA,NA,1
1988,Bulgaria,NA,NA,NA,1,NA,1,4,NA,1,1
1988,Burkina Faso,NA,NA,NA,2,2,1,4,NA,1,1
1988,Burundi,NA,NA,NA,2,1,1,4,NA,1,1
1988,Cambodia,NA,NA,NA,1,NA,1,11,NA,1,1
1988,Cameroon,NA,NA,NA,3,1,1,3,NA,1,1
1988,Canada,NA,NA,NA,13,NA,2,21,NA,4,6
1988,Cape Verde,NA,NA,NA,4,2,1,NA,NA,NA,1
1988,Central African Republic,NA,NA,NA,3,1,1,4,NA,1,1
1988,Chad,NA,NA,NA,2,2,1,4,NA,1,1
1988,Chile,NA,NA,NA,6,3,1,10,NA,1,1
1988,China,NA,NA,NA,3,2,1,4,NA,1,1
1988,Colombia,NA,NA,NA,10,7,2,19,NA,4,3
1988,Comoros,NA,NA,NA,3,3,1,4,NA,NA,1
1988,Congo Brazzaville,NA,NA,NA,2,2,1,3,NA,1,1
1988,Congo Kinshasa,NA,NA,NA,2,2,1,2,NA,1,1
1988,Costa Rica,NA,3,NA,13,8,2,21,NA,4,5
1988,Cote d'Ivoire,NA,NA,NA,3,3,1,2,NA,1,1
1988,Cuba,NA,NA,NA,2,1,1,4,NA,1,1
1988,Cyprus,NA,NA,NA,12,8,2,21,NA,NA,7
1988,Czechoslovakia,NA,NA,NA,2,NA,1,4,NA,1,1
1988,Denmark,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Djibouti,NA,NA,NA,3,3,1,3,NA,NA,1
1988,Dominica,NA,NA,NA,11,8,2,NA,NA,NA,4
1988,Dominican Rep,NA,NA,NA,11,8,2,17,NA,4,4
1988,Ecuador,NA,NA,NA,11,8,2,20,NA,4,3
1988,Egypt,NA,NA,NA,6,5,1,5,NA,1,1
1988,El Salvador,NA,1,NA,9,5,2,17,NA,1,3
1988,Equatorial Guinea,NA,NA,NA,1,1,1,4,NA,NA,1
1988,Ethiopia,NA,NA,NA,2,1,1,3,NA,1,1
1988,Fiji,NA,NA,NA,6,4,1,8,NA,NA,1
1988,Finland,NA,NA,NA,12,NA,2,21,NA,4,8
1988,France,NA,NA,NA,12,NA,2,20,NA,4,8
1988,Gabon,NA,NA,NA,3,2,1,2,NA,1,1
1988,Gambia,NA,NA,NA,9,7,1,18,NA,NA,1
1988,Germany East,NA,NA,NA,2,NA,1,2,NA,1,1
1988,Germany West,NA,NA,NA,12,NA,2,21,NA,4,7
1988,Ghana,NA,NA,NA,3,2,1,4,NA,1,1
1988,Greece,NA,NA,NA,11,NA,2,21,NA,4,7
1988,Grenada,NA,NA,NA,12,8,2,NA,NA,NA,4
1988,Guatemala,NA,2,NA,9,6,2,14,NA,3,2
1988,Guinea,NA,NA,NA,2,2,1,4,NA,1,1
1988,Guinea-Bissau,NA,NA,NA,2,2,1,3,NA,NA,1
1988,Guyana,NA,NA,NA,5,4,1,4,NA,NA,2
1988,Haiti,NA,NA,NA,3,3,1,4,NA,1,1
1988,Honduras,NA,2,NA,10,7,2,16,NA,3,4
1988,Hungary,NA,NA,NA,6,NA,1,9,NA,1,1
1988,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,8
1988,India,NA,NA,NA,10,8,2,19,NA,4,4
1988,Indonesia,NA,NA,NA,5,2,1,4,NA,1,1
1988,Iran,NA,NA,NA,4,3,1,5,NA,1,1
1988,Iraq,NA,NA,NA,1,1,1,2,NA,1,1
1988,Ireland,NA,NA,NA,13,NA,2,21,NA,4,6
1988,Israel,NA,NA,NA,11,8,2,20,NA,4,8
1988,Italy,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Jamaica,NA,NA,NA,11,8,2,21,NA,4,1
1988,Japan,NA,NA,NA,13,NA,2,21,NA,NA,6
1988,Jordan,NA,NA,NA,4,3,1,2,NA,1,1
1988,Kenya,NA,NA,NA,3,3,1,4,NA,1,1
1988,Kiribati,NA,NA,NA,12,8,2,NA,NA,NA,4
1988,Korea North,NA,NA,NA,1,1,1,2,NA,1,1
1988,Korea South,NA,NA,NA,10,6,2,17,NA,4,7
1988,Kuwait,NA,NA,NA,4,2,1,1,NA,1,1
1988,Laos,NA,NA,NA,3,1,1,4,NA,1,1
1988,Lebanon,NA,NA,NA,4,2,1,11,NA,1,NA
1988,Lesotho,NA,NA,NA,3,4,1,4,NA,1,1
1988,Liberia,NA,NA,NA,5,4,1,5,NA,1,1
1988,Libya,NA,NA,NA,3,1,1,4,NA,1,1
1988,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,7
1988,Madagascar,NA,NA,NA,5,6,1,5,NA,1,2
1988,Malawi,NA,NA,NA,2,2,1,2,NA,1,1
1988,Malaysia,NA,NA,NA,6,5,1,15,NA,3,3
1988,Maldives,NA,NA,NA,4,5,1,NA,NA,NA,1
1988,Mali,NA,NA,NA,3,3,1,4,NA,1,1
1988,Malta,NA,NA,NA,12,NA,2,NA,NA,NA,7
1988,Mauritania,NA,NA,NA,3,2,1,4,NA,1,1
1988,Mauritius,NA,NA,NA,11,8,2,21,NA,NA,4
1988,Mexico,NA,NA,NA,8,6,1,11,NA,1,3
1988,Mongolia,NA,NA,NA,1,NA,1,4,NA,1,1
1988,Morocco,NA,NA,NA,6,4,1,3,NA,1,1
1988,Mozambique,NA,NA,NA,2,2,1,4,NA,1,1
1988,Myanmar (Burma),NA,NA,NA,2,1,1,5,NA,1,1
1988,Nauru,NA,NA,NA,11,8,2,NA,NA,NA,NA
1988,Nepal,NA,NA,NA,8,4,1,9,NA,1,1
1988,Netherlands,NA,NA,NA,13,NA,2,21,NA,4,8
1988,New Zealand,NA,NA,NA,13,NA,2,21,NA,4,6
1988,Nicaragua,NA,2,NA,6,5,2,10,NA,1,3
1988,Niger,NA,NA,NA,3,2,1,4,NA,1,1
1988,Nigeria,NA,NA,NA,5,3,1,4,NA,1,1
1988,Norway,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Oman,NA,NA,NA,3,2,1,1,NA,NA,1
1988,Pakistan,NA,NA,NA,9,7,2,19,NA,1,3
1988,Panama,NA,NA,NA,4,2,1,3,NA,1,1
1988,Papua New Guinea,NA,NA,NA,10,7,2,15,NA,4,6
1988,Paraguay,NA,NA,NA,3,3,1,3,NA,1,1
1988,Peru,NA,NA,NA,10,6,2,18,NA,4,4
1988,Philippines,NA,NA,NA,10,7,2,19,NA,4,4
1988,Poland,NA,NA,NA,5,NA,1,5,NA,1,1
1988,Portugal,NA,NA,NA,12,NA,2,21,NA,4,6
1988,Qatar,NA,NA,NA,5,1,1,1,NA,NA,1
1988,Romania,NA,NA,NA,1,NA,1,3,NA,1,1
1988,Russia (USSR),NA,NA,NA,4,NA,1,5,NA,1,1
1988,Rwanda,NA,NA,NA,3,3,1,4,NA,1,1
1988,Sao Tome,NA,NA,NA,2,1,1,NA,NA,NA,1
1988,Saudi Arabia,NA,NA,NA,2,1,1,1,NA,1,1
